Postcode 1,Postcode 2,Postcode 3,Date Introduced,User Type,Easting,Northing,Positional Quality,County Code,County Name,Local Authority Code,Local Authority Name,Ward Code,Ward Name,Country Code,Country Name,Region Code,Region Name,Parliamentary Constituency Code,Parliamentary Constituency Name,European Electoral Region Code,European Electoral Region Name,Primary Care Trust Code,Primary Care Trust Name,Lower Super Output Area Code,Lower Super Output Area Name,Middle Super Output Area Code,Middle Super Output Area Name,Output Area Classification Code,Output Area Classification Name,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID
NW1W7EB,NW1W 7EB,NW1W 7EB,05-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121451
NW1W7ED,NW1W 7ED,NW1W 7ED,05-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121452
NW1W7EE,NW1W 7EE,NW1W 7EE,05-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121453
NW1W7EF,NW1W 7EF,NW1W 7EF,05-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121454
NW1W7EG,NW1W 7EG,NW1W 7EG,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121455
NW1W7EH,NW1W 7EH,NW1W 7EH,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121456
NW1W7EJ,NW1W 7EJ,NW1W 7EJ,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121457
NW1W7EL,NW1W 7EL,NW1W 7EL,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121458
NW1W7EN,NW1W 7EN,NW1W 7EN,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121459
NW1W7EP,NW1W 7EP,NW1W 7EP,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121460
NW1W7EQ,NW1W 7EQ,NW1W 7EQ,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121461
NW1W7ER,NW1W 7ER,NW1W 7ER,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121462
NW1W7ES,NW1W 7ES,NW1W 7ES,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121463
NW1W7ET,NW1W 7ET,NW1W 7ET,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121464
NW1W7EY,NW1W 7EY,NW1W 7EY,09-2017,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135404,51.530786,Postcode Level,04/01/2018,"(51.530786, -0.135404)",1121465
NW1W7EZ,NW1W 7EZ,NW1W 7EZ,09-2017,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135404,51.530786,Postcode Level,04/01/2018,"(51.530786, -0.135404)",1121466
NW1W7FA,NW1W 7FA,NW1W 7FA,07-2017,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135404,51.530786,Postcode Level,04/01/2018,"(51.530786, -0.135404)",1121467
NW1W7FE,NW1W 7FE,NW1W 7FE,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121468
NW1W7FF,NW1W 7FF,NW1W 7FF,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121469
NW1W7FG,NW1W 7FG,NW1W 7FG,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121470
NW1W7FH,NW1W 7FH,NW1W 7FH,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121471
NW1W7FJ,NW1W 7FJ,NW1W 7FJ,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121472
NW1W7FL,NW1W 7FL,NW1W 7FL,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121473
NW1W7FN,NW1W 7FN,NW1W 7FN,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121474
NW1W7FP,NW1W 7FP,NW1W 7FP,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121475
NW1W7FQ,NW1W 7FQ,NW1W 7FQ,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121476
NW1W7FR,NW1W 7FR,NW1W 7FR,07-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121477
NW1W7FT,NW1W 7FT,NW1W 7FT,09-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121478
NW1W7FU,NW1W 7FU,NW1W 7FU,09-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121479
NW1W7FW,NW1W 7FW,NW1W 7FW,09-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121480
NW1W7FX,NW1W 7FX,NW1W 7FX,09-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121481
NW1W7FY,NW1W 7FY,NW1W 7FY,09-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121482
NW1W7FZ,NW1W 7FZ,NW1W 7FZ,09-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121483
NW1W7GA,NW1W 7GA,NW1W 7GA,09-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121484
NW1W7GB,NW1W 7GB,NW1W 7GB,09-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121485
NW1W7GD,NW1W 7GD,NW1W 7GD,09-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121486
NW1W7GE,NW1W 7GE,NW1W 7GE,09-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121487
NW1W7GF,NW1W 7GF,NW1W 7GF,10-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121488
NW1W7GG,NW1W 7GG,NW1W 7GG,10-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121489
NW1W7GH,NW1W 7GH,NW1W 7GH,10-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121490
NW1W7GJ,NW1W 7GJ,NW1W 7GJ,10-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121491
NW1W7GL,NW1W 7GL,NW1W 7GL,10-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121492
NW1W7GN,NW1W 7GN,NW1W 7GN,10-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121493
NW1W7GP,NW1W 7GP,NW1W 7GP,10-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121494
NW1W7GQ,NW1W 7GQ,NW1W 7GQ,10-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121495
NW1W7GR,NW1W 7GR,NW1W 7GR,10-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121496
NW1W7GS,NW1W 7GS,NW1W 7GS,10-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121497
NW1W7GT,NW1W 7GT,NW1W 7GT,11-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121498
NW1W7GU,NW1W 7GU,NW1W 7GU,11-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121499
NW1W7GW,NW1W 7GW,NW1W 7GW,11-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121500
NW1W7GX,NW1W 7GX,NW1W 7GX,11-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121501
NW1W7GY,NW1W 7GY,NW1W 7GY,11-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121502
NW1W7GZ,NW1W 7GZ,NW1W 7GZ,11-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121503
NW1W7HA,NW1W 7HA,NW1W 7HA,11-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121504
NW1W7HB,NW1W 7HB,NW1W 7HB,11-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121505
NW1W7HD,NW1W 7HD,NW1W 7HD,11-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121506
NW1W7HE,NW1W 7HE,NW1W 7HE,11-2013,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121507
NW1W7HH,NW1W 7HH,NW1W 7HH,02-2014,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121508
NW1W7HJ,NW1W 7HJ,NW1W 7HJ,02-2014,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121509
NW1W7HL,NW1W 7HL,NW1W 7HL,02-2014,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121510
NW1W7HN,NW1W 7HN,NW1W 7HN,02-2014,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,51.530784,Postcode Level,04/01/2018,"(51.530784, -0.13543)",1121511
